hs,countries,description
170240,168,"Sugars: glucose and glucose syrup, containing in the dry state at least 20% but less than 50% by weight of fructose, excluding invert sugar, the syrup not containing added flavouring or colouring matter"
170250,150,"Sugars: fructose, chemically pure, in solid form"
170260,179,"Sugars: fructose, other than chemically pure fructose, and fructose syrup (containing in the dry state more than 50% by weight of fructose), excluding invert sugar"
170290,219,"Sugars: n.e.c. in heading no. 1702, including invert sugar and other sugar and sugar syrup blends containing, in the dry state, 50% by weight of fructose"
170310,152,"Sugars: molasses, from sugar cane, resulting from the extraction or refining of sugar"
170390,168,"Sugars: molasses, from sugar beet, resulting from the extraction or refining of sugar"
170410,216,"Sugar confectionery: chewing gum, whether or not sugar-coated, not containing cocoa"
170490,225,"Sugar confectionery: (excluding chewing gum, including white chocolate), not containing cocoa"
180100,151,"Cocoa beans: whole or broken, raw or roasted"
180200,85,"Cocoa: shells, husks, skins and other cocoa waste"
180310,133,"Cocoa: paste, not defatted"
180320,129,"Cocoa: paste, wholly or partly defatted"
180400,168,"Cocoa: butter, fat and oil"
180500,211,"Cocoa: powder, not containing added sugar or other sweetening matter"
180610,214,"Cocoa: powder, containing added sugar or other sweetening matter"
180620,211,"Chocolate & other food preparations containing cocoa: in blocks, slabs or bars weighing more than 2kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, content exceeding 2kg"
180631,224,"Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, filled, weighing 2kg or less"
180632,217,"Chocolate and other food preparations containing cocoa: in blocks, slabs or bars, (not filled), weighing 2kg or less"
180690,222,Chocolate and other food preparations containing cocoa: n.e.c. in chapter 18
190110,216,"Food preparations: of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale"
190120,220,"Food preparations: mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares"
190190,221,"Food preparations: of flour, meal, starch, malt extract or milk products, for uses n.e.c. in heading no. 1901"
190211,210,"Food preparations: pasta, containing eggs, uncooked, not stuffed or otherwise prepared"
190219,223,"Food preparations: pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared"
190220,204,"Food preparations: pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared"
190230,221,"Food preparations: pasta (excluding stuffed), cooked or otherwise prepared"
190240,192,Food preparations: couscous
190300,195,"Food preparations: tapioca and substitutes thereof, prepared from starch in the form of flakes, grains, pearls, siftings or similar"
190410,222,Food preparations: obtained by the swelling or roasting of cereals or cereal products
190420,218,Food preparations: obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
190430,179,"Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes): cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat"
190490,218,"Food preparations: cereal or cereal products (excluding maize), in grain form, pre-cooked or otherwise prepared"
190510,191,"Food preparations: crispbread, whether or not containing cocoa"
190520,194,"Food preparations: gingerbread and the like, whether or not containing cocoa"
190531,226,"Food preparations: sweet biscuits, whether or not containing cocoa"
190532,219,"Food preparations: waffles and wafers, whether or not containing cocoa"
190540,210,"Food preparations: rusks, toasted bread and similar toasted products, whether or not containing cocoa"
190590,226,"Food preparations: bakers' wares n.e.c. in heading no. 1605, whether or not containing cocoa: communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice papers and similar products"
200110,211,"Vegetable preparations: cucumbers and gherkins, prepared or preserved by vinegar or acetic acid"
200190,218,"Vegetable preparations: vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid (excluding cucumbers and gherkins)"
200210,216,"Vegetable preparations: tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid"
200290,216,"Vegetable preparations: tomatoes, (other than whole or in pieces), prepared or preserved otherwise than by vinegar or acetic acid"
200310,207,"Vegetable preparations: mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
200390,200,"Vegetable preparations: mushrooms and truffles, other than mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
200410,219,"Vegetable preparations: potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen"
200490,217,"Vegetable preparations: vegetables and mixtures of vegetables (excluding potatoes), prepared or preserved otherwise than by vinegar or acetic acid, frozen"
200510,187,"Vegetable preparations: homogenised vegetables, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200520,222,"Vegetable preparations: potatoes, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200540,213,"Vegetable preparations: peas (pisum sativum), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200551,217,"Vegetable preparations: beans, shelled, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200559,218,"Vegetable preparations: beans, (not shelled), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200560,180,"Vegetable preparations: asparagus, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200570,215,"Vegetable preparations: olives, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200580,220,"Vegetable preparations: sweetcorn (zea mays var. saccharata), prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200591,170,"Vegetable preparations: bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200599,223,"Vegetable preparations: vegetables and mixtures of vegetables n.e.c. in heading no. 2005, prepared or preserved otherwise than by vinegar or acetic acid, not frozen"
200600,208,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)"
200710,215,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes: homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter"
200791,209,"Jams, jellies, marmalades, purees and pastes: of citrus fruit, being cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
200799,223,"Jams, fruit jellies, marmalades, purees and pastes: of fruit or nuts n.e.c. in heading no. 2007, cooked preparations (excluding homogenised), whether or not containing added sugar or other sweetening matter"
200811,221,"Nuts: ground-nuts, whether or not containing added sugar, other sweetening matter or spirit"
200819,218,"Nuts and other seeds: whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts except in mixtures)"
200820,216,"Fruit: pineapples, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200830,186,"Fruit: citrus, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200840,192,"Fruit: pears, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200850,186,"Fruit: apricots, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200860,194,"Fruit: cherries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200870,209,"Fruit: peaches, including nectarines, prepared or preserved in ways n.e.c. in heading no. 2007 and 2008, whether or not containing added sugar, other sweetening matter or spirit"
200880,175,"Fruit: strawberries, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit"
200891,136,"Fruit, palm hearts: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
200893,164,"Fruit: cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos): Iingonberries (Vaccinium vitis-idaea), prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit"
200897,214,"Fruit, nuts and other edible parts of plants: mixtures (other than those of subheading no 2008.19): prepared or preserved in ways n.e.c. in headings 2007 and 2008, whether or not containing added sugar, or other sweetening matter or spirit, n.e.c."
200899,217,"Fruit, nuts and other edible parts of plants: prepared or preserved, whether or not containing added sugar, other sweetening matter or spirit, n.e.c. in heading no. 2008"
200911,187,"Juice: orange, frozen, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200912,216,"Juice: orange, not frozen, of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200919,212,"Juice: orange, not frozen, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200921,167,"Juice: grapefruit or pomelo, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200929,163,"Juice: grapefruit or pomelo, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200931,199,"Juice: of single citrus fruit (excluding orange, grapefruit or pomelo), of a Brix value not exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200939,202,"Juice: of single citrus fruit (excluding orange, grapefruit or pomelo), of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200941,205,"Juice: pineapple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200949,201,"Juice: pineapple, of a Brix value exceeding 20, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200950,203,"Juice: tomato, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200961,193,"Juice: grape, of a Brix value not exceeding 30, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
200969,187,"Juice: grape, of a Brix value exceeding 30, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter"
200971,212,"Juice: apple, of a Brix value not exceeding 20, unfermented, (not containing added spirit), whether or not containing added sugar or other sweetening matter"
